AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
0,5,7,640,5
0,3,13,640,111
1,4,25,234,178
1,3,23,1003,38
1,4,28,74,48
1,2,23,811,307
1,3,13,847,38
1,3,24,1066,38
1,1,30,962,318
1,4,33,920,318
0,3,30,636,5
1,3,24,249,38
0,4,26,640,111
1,3,23,106,231
1,3,23,559,130
1,4,26,445,38
1,1,23,365,289
1,4,23,479,36
0,3,13,640,111
0,3,15,640,38
1,1,25,1040,130
0,2,24,640,220
0,4,13,1271,140
1,3,23,892,353
1,3,24,980,194
0,2,9,640,38
1,4,23,1066,185
0,3,13,640,111
1,3,26,905,38
1,3,24,472,163
1,4,18,249,38
1,3,21,450,353
0,2,11,640,63
0,4,32,337,266
1,3,24,1341,307
1,4,26,988,258
0,1,24,637,139
1,4,24,559,353
0,2,2,639,5
0,2,11,640,262
1,4,26,450,307
0,2,23,640,86
1,2,15,450,274
0,1,24,640,104
0,3,13,640,104
1,4,24,73,70
1,2,23,450,274
1,2,25,232,239
1,4,18,810,318
0,3,13,1251,186
1,3,16,890,165
0,4,13,639,296
1,4,13,585,38
0,3,14,640,111
0,3,13,640,167
0,1,13,640,104
1,3,18,74,36
0,4,23,640,296
1,4,23,1347,130
1,3,23,325,114
1,1,7,54,5
1,4,11,847,289
0,5,18,640,86
1,3,24,1066,86
1,2,24,518,136
1,1,24,55,86
1,4,23,1291,289
0,4,13,637,11
0,3,13,640,216
0,3,32,640,216
1,3,23,167,38
0,4,14,640,11
1,1,11,1236,274
1,2,27,915,194
1,1,21,280,89
1,4,24,232,114
0,2,13,640,5
0,3,24,640,104
0,1,11,640,5
1,3,24,962,2
1,4,16,847,38
1,4,24,1066,38
1,3,24,450,353
0,1,10,1251,205
0,1,9,632,11
1,4,25,1066,98
1,2,23,1066,89
1,4,26,450,130
0,3,13,640,104
1,3,23,869,88
0,3,16,640,216
0,4,13,640,220
1,4,25,450,38
0,2,14,640,265
1,4,24,450,131
1,3,24,933,318
1,3,25,930,318
1,1,11,112,259
1,1,13,559,88
1,2,34,307,289
1,3,24,391,250
0,1,19,640,291
0,3,13,632,16
0,3,13,640,111
0,2,9,637,38
0,1,23,640,296
1,4,11,696,25
1,3,13,450,274
1,2,17,711,259
1,4,16,438,307
0,4,17,640,104
0,4,17,640,41
0,2,25,640,111
1,4,27,1139,131
1,4,32,890,318
1,2,27,450,166
0,1,24,640,104
1,3,19,962,318
0,1,23,640,296
0,4,23,1207,41
1,3,26,712,114
1,3,13,807,318
1,3,27,1066,165
0,1,14,640,186
1,3,19,980,5
1,3,13,1360,274
0,5,9,640,5
1,3,11,847,38
0,3,13,640,104
0,1,23,640,220
1,4,24,74,38
1,3,25,1373,194
0,2,9,637,195
0,3,14,640,216
1,3,23,450,25
0,5,7,640,104
0,2,15,632,5
1,4,27,923,318
1,4,24,1066,324
0,1,10,640,296
1,4,24,847,38
1,3,23,1329,226
1,3,19,74,351
1,4,23,450,274
1,3,24,1137,131
0,1,23,640,38
1,3,13,1066,98
0,2,24,640,104
0,3,25,640,104
1,4,24,868,358
0,1,25,640,139
0,1,11,640,5
1,3,30,298,98
1,2,24,1254,38
1,3,27,49,150
0,5,9,640,104
1,3,13,878,150
0,3,13,1251,260
1,4,23,853,289
0,1,26,632,216
0,4,29,632,291
0,4,13,640,41
1,3,23,450,353
0,1,23,640,195
0,5,7,640,5
0,3,13,640,86
0,1,35,640,47
1,4,28,930,318
1,2,32,307,130
1,3,24,1116,320
0,5,8,640,104
1,1,17,988,274
0,3,32,640,104
1,4,24,147,88
0,4,23,640,111
1,3,23,1066,357
1,2,27,648,318
1,4,25,904,150
0,4,25,640,296
1,3,26,1319,31
0,1,10,640,104
1,3,26,74,320
0,4,17,640,320
0,3,24,637,38
1,4,23,962,5
1,3,13,403,165
1,3,23,924,318
0,1,9,640,139
1,4,11,696,36
1,3,29,1066,341
1,4,25,823,330
0,3,13,640,220
1,4,23,847,5
1,4,26,958,307
0,5,24,640,38
0,4,23,640,291
1,4,26,329,10
1,3,29,847,131
0,1,11,640,139
0,4,32,640,167
1,3,23,1066,86
0,3,14,640,38
0,1,11,640,139
0,3,28,640,111
1,3,24,696,358
1,5,11,930,318
0,5,23,640,318
0,2,8,640,5
0,3,13,640,216
1,3,19,481,165
0,4,13,640,291
1,3,24,364,364
0,2,11,1315,260
1,4,30,958,88
1,3,30,450,274
0,4,13,640,111
1,2,23,314,130
0,4,14,637,295
1,4,30,112,36
1,4,23,1158,18
0,4,13,632,38
1,1,13,847,38
1,4,27,547,226
0,1,34,640,139
0,1,13,640,302
1,3,34,450,307
1,4,30,1078,318
1,3,14,847,38
0,4,23,640,5
1,3,25,214,274
1,4,19,214,114
1,4,23,1105,98
0,4,24,640,111
1,4,16,1170,320
1,4,23,234,250
0,1,11,637,139
1,3,23,681,5
1,1,28,980,204
0,4,13,640,5
0,3,26,640,38
1,3,17,988,203
0,4,13,640,5
1,4,29,847,5
1,4,33,1032,354
1,3,23,696,36
1,3,26,1077,130
0,3,17,640,111
1,3,20,847,131
0,1,18,640,296
0,4,14,640,38
0,5,1,640,5
1,3,22,847,38
1,1,32,559,226
1,2,11,891,130
0,3,13,640,5
1,3,23,559,329
0,3,17,640,111
1,4,23,74,165
1,3,23,1264,289
0,1,11,637,5
0,4,13,640,167
0,4,23,640,68
1,1,10,300,334
1,3,23,696,36
0,3,22,640,38
1,3,34,847,5
0,4,13,795,297
0,3,23,640,5
0,4,36,632,291
0,1,13,640,38
0,5,8,640,38
0,1,29,637,68
1,4,31,811,329
0,3,25,640,320
0,3,26,640,220
1,2,15,547,163
0,2,13,640,38
1,3,23,1365,30
0,4,24,1251,260
1,4,25,450,130
1,3,30,450,36
1,4,24,847,5
0,4,17,640,296
1,3,23,249,38
0,1,24,639,149
1,1,27,440,36
0,4,13,640,104
1,3,21,450,88
1,3,27,696,318
1,3,28,711,48
0,3,13,640,216
1,3,26,438,307
0,1,23,632,111
1,3,17,383,349
1,4,32,1066,250
1,2,13,351,289
1,3,13,214,131
1,4,24,847,5
0,4,32,632,63
1,4,24,878,163
1,3,33,1065,98
0,3,26,640,63
1,3,23,1066,41
0,1,23,640,86
1,3,13,436,114
0,5,10,640,104
1,3,24,450,274
1,3,25,559,308
0,2,24,640,324
1,3,24,720,5
1,4,24,1066,324
1,4,25,450,163
0,4,42,637,139
1,4,29,112,130
0,4,13,637,139
1,3,25,1136,226
1,3,13,847,84
1,4,39,1066,89
1,3,23,45,89
1,3,23,847,150
1,3,23,249,165
1,4,34,1066,130
0,2,13,640,5
0,1,15,640,41
0,3,13,640,104
1,4,27,847,38
0,3,13,639,216
1,2,27,17,204
0,5,7,640,104
0,4,13,640,111
0,4,14,640,139
1,3,19,1255,250
1,2,23,559,250
0,1,24,640,38
0,4,14,640,139
1,2,19,909,176
1,3,22,1262,131
1,4,24,515,89
0,5,24,640,194
1,4,26,559,226
0,4,13,1271,59
1,4,17,847,289
1,3,15,243,75
1,4,28,55,86
1,1,24,450,5
1,1,26,306,130
1,4,24,450,336
0,4,14,640,139
0,1,23,640,296
1,3,24,450,289
0,4,23,640,104
0,1,11,640,167
0,5,24,640,216
0,4,13,632,5
1,4,32,167,289
0,4,17,637,296
1,1,13,450,177
0,1,11,640,296
1,4,24,450,307
0,3,26,945,41
1,4,23,1346,89
1,4,31,167,138
0,4,14,637,104
1,4,28,868,274
0,3,23,1271,59
1,3,29,1066,353
0,4,24,640,111
1,4,16,1055,307
1,4,21,450,88
1,1,23,962,2
1,2,34,517,5
1,3,23,855,330
1,3,23,1066,289
1,3,23,604,336
0,3,13,640,68
0,3,24,640,38
0,4,15,640,139
1,2,13,892,320
0,1,9,640,41
0,3,13,640,220
1,3,25,878,38
1,4,24,1066,130
1,4,25,1198,114
1,3,24,27,86
1,4,25,1066,329
1,3,25,737,187
0,1,21,640,139
1,4,32,730,336
0,5,2,640,38
1,3,24,1066,165
1,1,13,892,5
1,3,31,1065,192
1,4,24,125,130
1,1,24,1066,89
0,2,13,640,111
1,3,24,847,358
0,2,24,640,38
0,3,13,640,168
0,1,15,640,41
1,2,24,1077,38
0,1,23,640,291
1,4,24,559,25
1,4,24,125,36
1,4,35,450,88
1,2,15,1066,98
1,3,23,1177,38
1,1,25,145,88
0,1,26,640,296
0,3,14,640,111
1,3,24,1291,86
1,4,13,847,226
1,2,24,938,36
0,3,14,640,68
1,3,23,407,329
1,3,24,450,274
0,2,11,640,63
0,4,17,637,301
1,3,23,846,5
1,3,20,1066,86
0,3,25,640,111
0,4,14,637,296
1,4,24,559,329
0,2,24,640,38
1,4,14,696,25
0,1,24,640,291
0,4,13,640,104
1,4,23,1066,86
0,1,14,640,104
1,1,13,1336,150
1,4,23,696,36
0,5,23,640,104
1,4,23,1066,86
0,5,1,640,216
1,2,24,450,274
1,4,27,696,276
1,4,25,696,25
1,3,21,125,307
0,3,11,637,216
0,5,7,640,222
0,5,8,640,104
1,4,25,1209,130
1,3,28,695,25
1,3,24,309,329
1,3,23,450,239
0,3,32,640,216
1,3,17,1066,320
0,1,11,640,111
1,3,21,847,358
0,4,13,640,104
0,2,24,640,5
1,4,24,74,330
0,3,24,640,220
0,3,14,640,111
1,4,24,112,36
1,1,24,74,238
0,3,14,640,111
1,4,18,307,185
0,2,8,640,216
1,4,24,450,338
1,3,30,1066,130
0,1,13,640,324
1,4,13,847,150
1,3,24,1199,25
1,3,13,988,334
1,3,17,459,130
1,3,30,450,358
0,3,23,640,104
1,3,23,1232,274
1,1,20,1066,98
0,3,24,639,320
0,5,11,640,5
1,3,31,979,318
1,3,23,727,252
1,4,23,479,88
1,3,25,782,362
0,3,25,640,104
1,3,13,249,130
1,3,27,450,289
1,2,13,585,250
1,4,23,521,355
0,4,14,640,111
1,3,24,1066,318
1,1,3,1066,130
1,3,15,940,307
1,4,23,450,250
0,4,14,640,5
1,3,17,407,329
0,3,13,640,5
1,3,28,1198,307
1,4,20,675,289
0,4,18,640,104
0,3,24,640,167
1,3,21,847,38
1,4,20,893,38
1,4,24,538,130
1,3,28,549,226
1,3,23,696,25
1,3,23,182,259
1,3,17,720,38
0,3,14,640,220
1,4,13,1066,98
0,2,16,640,220
1,4,13,847,307
0,4,29,632,140
0,4,13,640,63
1,3,24,1091,130
1,3,23,155,320
0,1,9,640,220
1,3,16,167,289
0,2,9,640,5
0,2,10,640,111
0,4,13,640,5
1,4,23,1302,5
0,3,18,640,104
1,3,25,764,341
0,4,14,640,139
1,3,23,681,38
0,4,13,640,332
1,3,13,847,48
0,1,1,640,139
0,1,8,640,41
1,3,27,1066,88
0,3,32,53,151
1,2,24,55,114
1,2,25,847,150
1,3,26,847,241
1,1,15,450,84
0,2,9,640,111
1,3,14,869,358
1,2,24,450,226
0,5,8,640,139
1,3,25,1066,98
1,3,13,112,38
0,3,23,640,104
1,2,17,450,329
1,3,23,1146,358
1,4,11,696,26
1,3,30,1336,178
1,3,23,125,58
0,1,23,640,139
1,4,14,450,274
1,4,28,961,318
1,3,22,696,38
0,1,11,640,38
1,2,17,434,329
0,2,10,640,104
1,3,19,112,307
0,1,9,637,216
1,4,24,1066,289
1,1,29,450,330
1,1,14,811,210
0,2,11,636,68
0,3,24,640,220
1,1,32,1062,289
0,1,24,640,111
0,2,10,640,220
1,3,13,167,307
1,3,20,1131,329
1,2,11,450,307
1,3,26,1066,38
1,2,16,125,130
1,4,27,130,56
1,3,23,1196,36
1,3,23,847,38
0,3,13,637,104
1,4,24,450,36
1,2,11,467,114
1,3,23,847,358
1,4,29,481,353
1,4,23,213,187
1,3,24,450,250
0,3,16,640,38
0,5,9,640,139
0,5,7,640,224
1,4,33,737,187
1,4,24,1318,318
1,3,23,83,56
1,3,20,296,274
1,3,23,847,38
1,4,24,847,358
0,4,14,637,111
1,3,23,549,25
0,3,13,640,320
1,4,24,787,36
0,3,13,637,111
0,3,23,640,104
1,3,26,1193,88
1,3,23,1066,130
1,4,30,73,71
0,2,9,640,41
0,4,13,640,216
1,4,13,45,330
0,3,14,640,220
0,3,14,640,104
1,4,24,407,51
1,4,17,1116,289
0,2,25,640,41
1,1,25,847,88
0,3,32,640,38
0,3,28,632,86
0,4,13,640,220
0,2,15,640,220
1,1,27,839,353
1,3,24,1081,103
1,2,25,55,324
0,5,2,640,41
1,4,13,847,38
0,3,27,639,38
1,3,27,166,130
0,2,9,640,5
0,4,16,632,220
0,5,23,640,216
0,3,11,640,111
1,4,20,463,25
1,2,13,1082,289
1,3,25,184,289
0,3,24,632,111
1,3,27,1255,128
0,1,16,640,5
1,3,23,1170,320
1,4,25,449,307
1,2,23,948,276
0,3,23,632,216
0,3,13,640,5
1,4,25,449,353
0,2,11,637,5
1,3,23,1194,329
1,1,23,401,289
1,4,24,450,25
0,5,8,640,104
1,3,34,559,19
1,4,13,852,353
1,1,13,847,38
0,3,14,640,5
0,2,14,640,104
0,3,14,640,5
1,3,14,450,131
0,1,11,640,216
1,3,21,101,250
1,4,25,1066,89
1,3,28,547,307
1,3,23,737,226
0,2,15,640,5
1,3,13,852,289
1,3,34,980,26
1,3,16,1066,130
0,1,10,640,216
1,2,21,427,38
1,3,20,847,38
0,4,13,1251,186
0,3,17,637,5
1,3,23,1066,38
0,1,24,640,324
1,2,16,907,130
0,5,24,640,104
1,1,13,365,98
1,3,13,450,88
0,1,23,640,265
1,3,25,1076,320
0,4,13,640,291
0,4,24,640,220
1,4,24,450,289
1,2,17,417,48
0,4,13,637,38
0,1,24,640,104
1,4,23,463,5
0,1,24,640,104
0,2,23,1206,41
1,4,23,1065,38
0,4,35,632,5
0,3,13,640,38
1,1,9,449,318
0,3,23,640,38
1,4,23,74,253
0,4,19,640,150
1,3,21,456,98
1,4,24,55,86
1,3,21,1341,25
0,4,16,640,167
0,3,13,1251,211
0,3,25,640,5
0,1,23,640,104
1,4,25,256,38
0,4,15,640,68
1,3,25,1158,96
1,3,23,847,38
1,2,24,696,248
1,4,24,974,166
0,4,13,640,86
1,3,23,559,25
0,4,13,631,220
1,4,23,440,252
1,4,25,450,329
0,1,9,640,139
0,2,24,1251,151
0,5,24,640,86
1,4,11,450,36
1,2,24,720,5
1,3,35,249,38
0,1,14,640,38
0,2,11,637,104
0,4,35,632,149
1,2,18,27,130
1,3,24,1066,38
1,4,27,1354,358
0,4,24,1251,59
1,3,23,559,353
0,4,25,1251,140
0,3,24,247,5
1,4,24,1066,324
0,2,10,640,5
1,3,14,847,165
1,3,13,268,38
0,2,24,640,216
1,4,26,962,176
1,2,16,284,5
0,1,13,640,139
1,3,20,1176,36
1,4,17,855,5
1,4,24,450,274
0,3,33,922,86
1,2,32,450,274
0,1,4,640,63
1,1,24,55,98
1,3,23,787,329
1,2,28,1220,259
1,4,26,1116,130
1,4,29,847,131
0,4,14,637,139
0,2,8,637,68
1,3,13,847,38
0,2,9,640,111
1,2,23,307,5
0,1,23,640,111
1,2,28,1066,180
1,4,24,1066,38
1,4,29,450,131
1,4,31,696,338
1,1,10,235,130
0,1,17,640,220
1,3,21,1368,36
1,3,23,450,30
1,3,16,847,289
1,3,17,1346,274
0,1,9,640,104
1,3,27,847,5
0,5,8,640,167
0,3,15,640,5
1,3,25,1146,252
0,3,17,640,104
1,3,23,1066,38
0,3,16,637,104
0,5,9,640,139
0,2,10,1251,186
1,3,30,559,274
1,4,25,167,307
1,3,33,125,27
1,4,27,1066,86
0,1,8,640,291
1,4,26,736,187
1,4,16,74,320
0,3,13,640,104
0,1,15,945,38
0,3,28,632,41
1,3,25,1066,250
1,4,26,1066,98
0,3,11,637,104
1,2,32,736,192
0,5,9,640,104
1,3,24,167,38
1,3,24,1065,150
0,2,13,640,86
0,1,9,640,111
1,4,20,450,274
0,2,23,640,216
1,1,27,980,318
1,4,19,812,98
1,4,13,80,88
1,3,23,549,36
1,3,13,74,230
1,3,25,696,88
1,3,28,847,5
0,4,16,640,216
0,4,23,640,110
1,3,15,559,289
1,3,24,695,36
0,1,8,637,111
1,4,26,23,28
1,3,11,847,252
0,4,18,640,104
1,4,24,847,5
0,4,17,640,13
0,4,13,640,291
0,2,9,640,5
1,3,35,259,99
1,3,26,847,150
0,1,23,640,139
0,3,13,640,104
1,3,31,1146,89
0,4,13,640,63
0,2,32,640,318
0,4,14,640,5
1,3,21,112,38
0,1,11,640,68
0,3,29,640,68
0,4,24,640,5
1,4,30,822,38
1,4,23,450,353
1,3,26,343,88
1,4,27,74,24
1,2,24,1066,86
1,3,23,74,227
1,2,15,424,38
0,3,24,795,211
0,5,1,640,104
1,4,11,862,307
0,1,8,640,38
1,3,29,847,5
1,1,24,559,274
0,2,8,640,5
1,4,21,696,130
1,4,25,276,210
1,2,24,878,165
1,4,24,124,5
1,1,24,956,25
1,2,37,1319,5
1,4,23,504,226
1,3,24,450,274
1,2,31,720,187
1,1,23,166,130
0,3,13,640,216
1,4,24,755,38
0,5,29,640,38
1,4,23,559,129
1,4,11,962,88
0,3,19,640,38
1,3,14,866,98
0,3,20,640,216
1,3,37,450,38
0,1,9,640,296
1,1,11,1066,289
1,4,14,1146,114
0,2,23,640,104
0,3,16,640,216
1,3,13,890,38
1,1,23,149,307
0,4,23,640,291
0,2,7,640,41
1,4,24,55,130
1,4,24,1066,86
0,3,19,640,86
1,2,25,1066,38
0,5,6,640,194
1,3,22,896,38
1,3,18,450,88
1,2,23,27,98
1,4,23,1066,330
1,3,15,847,38
1,3,32,449,25
0,3,13,637,86
1,1,14,69,353
1,3,25,847,38
1,2,25,1366,284
0,1,8,640,104
1,3,27,847,38
1,3,21,450,307
1,1,24,450,84
1,4,22,329,130
1,4,23,1066,86
1,3,28,450,289
1,4,30,847,150
1,3,24,764,318
1,3,30,1066,98
1,4,23,450,274
0,1,10,640,104
0,1,23,632,296
0,1,25,640,38
0,4,13,640,291
0,4,23,640,63
1,3,23,980,150
1,3,27,1033,330
1,2,24,450,88
1,3,24,737,88
1,3,28,931,320
1,4,25,1237,38
0,3,14,640,5
0,3,13,640,38
1,3,26,243,103
0,4,17,640,5
1,3,17,167,307
1,3,25,1365,36
1,4,26,737,358
1,4,23,1365,25
1,3,24,112,38
1,4,26,125,329
0,3,14,640,41
1,4,21,988,38
0,4,13,640,139
1,3,23,298,98
1,4,13,450,114
1,1,11,547,226
1,3,24,167,307
1,1,28,847,358
1,3,24,847,274
1,3,23,962,38
0,1,23,640,139
1,4,23,956,25
1,3,26,450,129
0,3,14,640,111
1,1,13,96,307
1,4,23,450,353
1,4,28,811,307
0,4,32,640,111
0,3,29,640,104
0,3,14,640,38
1,3,23,1212,38
1,3,26,44,38
1,4,13,167,130
1,3,25,1066,250
1,4,28,847,289
1,4,24,681,5
0,4,17,640,306
1,3,34,74,48
0,2,13,632,220
0,3,14,640,111
1,3,24,696,276
1,4,32,41,307
0,3,25,637,111
1,4,16,847,38
1,3,23,1066,86
0,1,9,640,14
0,4,16,640,86
0,4,22,1252,5
1,4,24,438,38
1,4,23,847,25
1,3,14,847,38
1,2,24,681,38
0,3,13,640,216
0,1,15,640,104
1,3,24,450,38
0,4,13,640,104
1,2,29,1066,86
1,4,13,133,36
0,3,24,640,104
0,5,4,640,166
0,5,8,640,224
0,3,18,640,216
1,2,29,847,88
0,4,13,1251,211
0,4,13,640,104
0,4,15,640,216
1,3,23,865,289
1,4,14,307,185
0,3,13,638,211
1,4,25,847,130
1,3,27,1196,25
1,2,23,249,5
1,3,23,383,289
1,1,27,1186,226
0,4,11,637,41
0,4,13,637,139
1,3,23,436,289
0,1,10,640,104
1,3,16,696,307
0,3,25,640,104
1,4,13,249,307
0,2,49,640,41
1,4,24,450,307
0,3,13,640,216
1,3,25,1136,226
0,1,24,640,296
1,2,24,1196,36
1,4,23,112,36
1,4,30,1255,307
0,4,14,640,267
0,2,16,1251,260
1,3,20,1066,86
0,1,15,640,5
1,4,23,268,150
0,4,24,640,63
1,4,21,125,353
1,3,23,33,320
0,1,14,637,291
1,3,13,764,318
0,2,11,640,216
0,5,25,640,5
1,4,19,847,38
1,3,24,249,5
1,3,23,956,25
1,4,24,696,36
1,3,24,962,318
1,1,24,74,307
1,4,28,847,274
0,4,13,640,104
1,4,13,438,166
0,3,13,640,104
1,4,24,94,310
1,4,34,811,329
0,1,17,640,139
1,3,24,1066,289
1,4,31,1065,38
1,2,25,1066,330
1,4,18,847,131
1,4,23,280,88
1,3,27,699,318
1,3,30,298,10
1,2,23,1197,36
1,3,23,450,289
1,4,23,27,329
0,4,13,640,306
1,3,26,847,358
0,1,18,640,204
0,3,23,640,111
0,5,10,640,167
0,4,13,640,104
0,3,37,640,86
1,3,32,909,329
0,5,7,640,104
0,3,14,640,220
1,4,28,248,38
1,4,25,1066,289
1,3,23,1111,98
0,1,3,640,204
1,3,23,125,99
1,4,25,450,36
0,3,32,640,216
1,3,14,1066,165
1,3,29,450,165
0,1,14,640,291
0,3,14,640,86
0,4,28,640,5
1,3,16,890,98
0,3,14,640,38
1,3,33,167,307
0,4,13,640,291
0,3,26,640,38
1,3,26,249,165
0,3,24,640,104
1,3,25,1066,178
0,5,24,640,86
0,1,23,640,139
1,1,23,1255,353
0,4,13,640,139
1,2,13,1111,307
0,3,13,640,150
1,1,14,847,5
1,2,13,1066,84
1,4,16,559,350
1,3,26,1065,320
0,4,17,640,38
1,5,14,1066,89
0,3,21,640,215
1,3,24,847,38
1,2,23,1066,130
0,3,24,640,5
0,3,16,640,220
0,2,13,640,41
1,4,13,1105,98
0,2,9,640,104
1,3,23,1026,289
1,4,22,61,274
0,4,11,639,296
0,4,14,640,63
0,4,28,640,46
0,4,24,640,306
1,4,23,1066,178
0,5,19,640,38
1,3,21,96,51
0,4,16,637,139
1,3,25,1319,318
1,3,25,737,226
1,4,29,74,71
1,3,24,980,204
1,3,16,460,130
0,1,11,640,63
0,1,10,640,104
1,1,24,1235,252
0,4,28,640,139
0,5,13,640,167
1,3,24,1259,353
1,3,25,74,320
1,4,23,27,324
0,3,18,640,104
0,3,14,640,38
1,3,23,450,88
0,3,13,640,5
0,5,9,640,111
0,3,25,640,216
1,4,20,450,329
0,3,24,632,38
0,3,13,640,5
1,4,25,1116,38
1,3,30,450,226
1,3,19,759,98
0,3,11,640,323
0,3,15,637,111
1,4,23,847,38
1,1,28,804,38
0,3,14,640,38
1,3,23,712,114
1,3,24,1299,38
1,1,13,525,114
1,2,24,1066,86
1,4,25,701,25
0,4,24,637,5
0,1,6,637,291
0,5,23,640,38
1,2,24,1066,98
1,4,34,1336,194
0,4,23,637,139
1,4,35,125,130
1,4,13,847,5
1,1,14,450,353
1,4,15,559,38
1,4,25,61,274
0,2,8,640,104
1,4,30,538,130
1,4,23,962,353
1,2,11,307,130
0,1,23,637,86
0,4,23,640,63
1,4,29,471,307
0,1,13,640,168
0,3,14,640,68
1,3,23,853,38
0,2,3,640,104
1,3,26,1066,330
0,3,13,640,220
0,3,11,640,5
1,4,14,956,307
0,1,9,637,291
1,3,22,450,289
1,4,23,1105,10
1,3,31,1236,38
1,4,30,155,307
1,3,17,249,38
0,2,25,640,296
1,1,11,847,5
0,4,25,1251,211
1,4,24,1291,320
1,3,23,351,98
0,4,18,640,296
1,4,32,249,165
0,2,30,640,68
1,3,21,401,289
0,1,23,640,296
1,4,24,407,58
1,3,13,852,259
0,2,23,640,111
0,3,23,640,111
1,3,23,1177,320
1,3,26,383,130
1,3,18,847,165
1,4,28,1255,38
1,4,24,1203,36
0,4,13,640,41
1,3,23,956,25
1,4,24,450,88
1,4,23,1177,307
1,3,24,764,318
1,1,32,450,36
1,4,24,401,289
0,3,15,640,327
0,3,27,1251,214
0,5,23,640,139
0,3,27,640,111
1,4,28,847,88
0,3,14,640,104
1,4,23,866,150
1,3,26,1255,259
0,1,27,640,104
1,4,24,737,166
1,4,26,249,58
1,4,32,559,25
1,3,29,909,320
0,3,15,640,104
1,4,24,962,318
0,2,11,1251,214
1,1,30,1066,98
1,2,34,74,24
0,3,16,640,216
1,3,21,696,307
0,1,8,640,167
0,3,11,637,41
0,1,24,640,104
1,4,13,369,185
0,5,6,640,215
1,4,24,227,36
0,4,14,640,220
1,3,23,720,88
0,4,13,640,291
1,3,26,847,358
0,5,17,637,220
1,4,26,463,25
0,3,13,1251,260
0,4,23,640,38
0,4,26,1251,211
1,3,25,280,320
1,4,23,307,130
1,4,13,74,130
0,3,13,640,111
1,3,37,1145,190
0,1,11,640,111
1,1,24,450,274
0,1,23,640,149
0,3,26,640,104
1,4,25,438,88
1,3,26,1005,131
0,5,19,640,63
1,4,28,983,203
0,5,23,640,5
1,3,18,1077,98
1,3,23,1319,274
1,4,23,936,307
0,1,19,640,220
0,1,10,640,68
1,3,23,764,318
0,1,24,637,63
0,1,9,637,332
1,4,24,1177,289
1,2,25,518,5
1,3,27,1147,349
1,3,23,1291,98
0,3,32,640,104
1,3,24,1066,98
1,2,23,1048,307
0,2,8,640,220
0,4,24,640,111
0,1,9,640,63
1,4,23,1170,320
0,3,22,72,318
1,4,14,1146,276
1,3,14,1066,86
1,4,23,696,276
1,4,20,754,103
0,1,24,640,139
1,4,24,27,330
1,4,13,1221,177
1,3,25,167,252
0,3,32,1251,186
0,4,14,640,220
1,3,31,438,98
0,3,24,632,216
0,4,17,640,38
1,3,17,696,114
0,4,35,640,216
0,1,23,637,291
0,4,13,640,5
1,2,29,1365,114
1,4,25,1232,274
1,4,23,696,38
1,3,30,450,317
0,4,13,640,111
1,4,27,450,274
1,4,17,203,38
1,3,23,473,194
1,3,24,847,38
1,3,22,1066,324
0,5,9,640,38
0,4,23,640,296
0,1,25,632,5
1,3,25,383,307
0,5,7,640,104
0,3,24,640,216
1,4,21,1367,252
0,4,14,640,296
1,4,24,847,88
1,1,26,1236,329
0,1,13,640,111
1,2,31,736,226
0,1,24,640,291
1,3,28,1196,33
0,3,24,640,111
0,3,32,640,219
1,3,24,962,318
1,4,27,1196,36
1,2,11,1066,89
1,4,26,343,274
0,5,6,640,38
0,4,13,640,139
0,3,25,640,5
1,4,14,1193,239
1,4,24,112,25
1,5,11,307,5
0,2,10,640,63
1,3,26,450,36
1,4,24,365,329
1,2,15,1336,41
1,4,23,890,289
1,3,24,1343,318
0,4,13,640,63
1,4,14,450,178
0,2,21,640,63
1,3,15,101,73
0,2,25,637,111
0,4,24,640,104
1,4,23,407,320
0,4,13,640,139
1,3,27,847,5
1,1,26,656,353
0,4,39,640,139
1,4,27,923,318
1,2,13,847,38
1,3,26,962,38
0,2,15,640,111
0,4,13,640,320
1,3,23,125,318
1,3,30,847,38
1,4,23,847,329
1,4,11,847,130
1,3,24,617,25
1,3,24,110,329
0,4,26,632,86
0,4,13,637,111
0,4,16,1251,211
1,3,17,549,274
0,1,10,640,5
1,4,27,1336,194
1,3,25,449,318
1,4,23,707,114
1,3,23,1255,36
0,1,8,640,63
0,3,16,1253,260
0,3,23,640,104
1,3,23,1364,124
1,4,24,249,165
0,4,31,640,296
0,4,13,637,111
0,5,8,640,5
1,4,26,847,5
1,4,29,621,183
1,3,23,869,358
0,4,34,639,139
1,3,26,166,307
0,5,0,640,104
1,4,24,197,318
0,2,23,639,17
1,3,24,1291,130
1,3,23,1066,41
0,3,13,640,347
1,2,24,1158,112
1,2,2,1066,86
1,3,16,936,36
0,4,14,640,320
0,4,14,640,41
0,1,21,640,111
1,3,13,561,274
1,3,29,559,289
1,3,26,196,36
1,2,16,450,289
0,2,10,640,5
0,3,23,640,220
1,3,13,559,226
1,3,36,1066,330
1,4,26,1066,318
1,1,9,1116,38
1,3,26,1236,31
1,4,20,862,38
0,1,8,640,5
0,1,11,640,104
0,1,23,640,38
1,2,11,811,274
0,1,24,640,104
0,3,25,640,216
0,5,3,640,5
0,2,24,640,5
1,3,25,1346,178
0,5,15,632,86
1,3,28,755,320
0,4,25,640,296
1,4,23,847,88
0,3,16,640,111
0,5,3,640,88
