Name,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Outros,Dog,Neutered Male,0.4,Pit Bull Mix,Outros
Cooper,Dog,Neutered Male,0.00821917808219,Australian Cattle Dog Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.35,Outros,Outros
NA,Cat,Unknown,0.00013698630137,Domestic Shorthair Mix,Black
NA,Dog,Neutered Male,0.00821917808219,Outros,Outros
Outros,Cat,Spayed Female,0.0164383561644,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.4,Outros,Tan/White
Outros,Cat,Spayed Female,0.0205479452055,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Siamese Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.00821917808219,Outros,Tan/White
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Tan/White
NA,Dog,Intact Male,0.75,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.2,Outros,White
Outros,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Outros
NA,Cat,Spayed Female,0.00821917808219,Domestic Longhair Mix,Outros
NA,Dog,Intact Male,0.1,Outros,Brown/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.15,Australian Cattle Dog Mix,Outros
Outros,Dog,Neutered Male,0.0328767123288,Outros,Outros
Outros,Dog,Neutered Male,0.2,Pit Bull Mix,Outros
Rex,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.0123287671233,Pit Bull Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Cat,Intact Female,0.000958904109589,Domestic Shorthair Mix,Black/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.15,Labrador Retriever Mix,Brown/White
Outros,Dog,Neutered Male,0.15,Chihuahua Longhair Mix,Outros
Outros,Dog,Neutered Male,0.25,Outros,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.00821917808219,Miniature Pinscher Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Black/White
Outros,Dog,Intact Female,0.0328767123288,Outros,Brown/White
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Black/White
NA,Cat,Intact Female,0.0041095890411,Domestic Longhair Mix,White
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.05,Chihuahua Longhair Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.6,Outros,Outros
NA,Cat,Unknown,0.00027397260274,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.4,Yorkshire Terrier Mix,Outros
NA,Cat,Unknown,0.0041095890411,Domestic Shorthair Mix,Black
Penny,Dog,Spayed Female,0.05,Pit Bull Mix,Outros
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0287671232877,Domestic Shorthair Mix,Black/White
NA,Cat,Intact Male,0.0164383561644,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Female,0.05,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0287671232877,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.2,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Spayed Female,0.1,Outros,White
Outros,Dog,Neutered Male,0.1,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.5,Labrador Retriever Mix,Tan/White
Outros,Dog,Spayed Female,0.0205479452055,Chihuahua Longhair Mix,Tan/White
NA,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,White
Outros,Dog,Neutered Male,0.0452054794521,Outros,Black/White
Outros,Dog,Spayed Female,0.15,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Cat,Spayed Female,0.6,Domestic Longhair Mix,White
Outros,Dog,Neutered Male,0.2,German Shepherd Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Black
NA,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.0452054794521,Labrador Retriever Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.15,Outros,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Black
Outros,Dog,Spayed Female,0.15,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.05,Outros,Outros
Outros,Cat,Neutered Male,0.1,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.05,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.2,Australian Cattle Dog Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Tan/White
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby/White
NA,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.15,Domestic Shorthair Mix,Black
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.1,Outros,Black/White
Outros,Dog,Neutered Male,0.5,Labrador Retriever Mix,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
Bella,Dog,Spayed Female,0.25,Outros,Outros
Outros,Dog,Neutered Male,0.0205479452055,Rottweiler Mix,Outros
NA,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Female,0.0287671232877,Chihuahua Shorthair Mix,Tan/White
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Brown/White
NA,Cat,Intact Female,0.0205479452055,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Lucy,Dog,Spayed Female,0.05,Beagle Mix,Outros
Outros,Dog,Spayed Female,0.1,Labrador Retriever Mix,Outros
Outros,Cat,Intact Male,0.00383561643836,Domestic Shorthair Mix,Outros
NA,Cat,Neutered Male,0.2,Domestic Shorthair Mix,Outros
NA,Cat,Spayed Female,0.1,Domestic Shorthair Mix,White
NA,Dog,Intact Female,0.15,Labrador Retriever Mix,Black/White
Outros,Cat,Neutered Male,0.35,Siamese Mix,Outros
Outros,Cat,Spayed Female,0.7,Outros,Brown Tabby/White
Outros,Dog,Spayed Female,0.4,Labrador Retriever Mix,Outros
Outros,Cat,Intact Female,0.0041095890411,Domestic Longhair Mix,White
Outros,Dog,Neutered Male,0.15,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.1,Great Pyrenees Mix,Outros
Outros,Cat,Intact Female,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Medium Hair Mix,Outros
Outros,Dog,Intact Female,0.4,Beagle Mix,Outros
Bella,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.1,Outros,Outros
Outros,Dog,Spayed Female,0.05,Outros,White
Pepper,Dog,Neutered Male,0.65,Outros,Outros
Outros,Cat,Spayed Female,0.0205479452055,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.5,Rat Terrier Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever/Pit Bull,Outros
NA,Cat,Intact Male,0.0164383561644,Domestic Shorthair Mix,Orange Tabby
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Australian Shepherd Mix,Outros
Max,Dog,Neutered Male,0.05,Labrador Retriever Mix,Tan/White
Outros,Dog,Spayed Female,0.15,Outros,Black/White
Outros,Dog,Spayed Female,0.15,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.25,Chihuahua Shorthair Mix,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Spayed Female,0.0164383561644,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Spayed Female,0.0123287671233,Labrador Retriever Mix,Black
Outros,Dog,Neutered Male,0.05,Pit Bull,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.25,Labrador Retriever Mix,Outros
NA,Cat,Intact Male,0.000547945205479,Domestic Shorthair Mix,Outros
NA,Dog,Spayed Female,0.1,Rat Terrier Mix,Tricolor
NA,Dog,Neutered Male,0.05,Outros,Outros
Maggie,Dog,Spayed Female,0.3,Chihuahua Shorthair Mix,Outros
Lucy,Cat,Intact Female,0.00821917808219,Domestic Shorthair,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
Marley,Dog,Spayed Female,0.05,Outros,Black
Outros,Cat,Spayed Female,0.0246575342466,Domestic Shorthair Mix,Outros
Rocky,Dog,Neutered Male,0.05,Outros,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Longhair Mix,Black
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Spayed Female,0.1,Labrador Retriever Mix,Black
Outros,Cat,Spayed Female,0.4,Siamese Mix,Outros
NA,Dog,Spayed Female,0.0205479452055,German Shepherd Mix,Outros
NA,Cat,Intact Male,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,German Shepherd Mix,Tricolor
NA,Dog,Neutered Male,0.00821917808219,German Shepherd Mix,Outros
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.0328767123288,Outros,Tan/White
Outros,Dog,Neutered Male,0.4,Beagle Mix,Brown/White
NA,Dog,Intact Female,0.0041095890411,Plott Hound Mix,Black
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Black
NA,Dog,Intact Male,0.0041095890411,Pit Bull Mix,Outros
Jake,Dog,Neutered Male,0.1,Outros,Black/White
Outros,Dog,Spayed Female,0.15,Dachshund Mix,Outros
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Dog,Neutered Male,0.1,Outros,Tricolor
NA,Cat,Intact Male,0.1,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.6,Outros,Tricolor
NA,Cat,Neutered Male,0.05,Domestic Medium Hair Mix,Brown Tabby
Outros,Dog,Intact Male,0.05,Outros,Tan/White
NA,Cat,Unknown,0.00027397260274,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Neutered Male,0.4,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Miniature Poodle Mix,White
Outros,Dog,Intact Female,0.1,Miniature Poodle Mix,Outros
NA,Cat,Unknown,0.0328767123288,Domestic Shorthair Mix,Black
NA,Dog,Intact Male,0.00027397260274,German Shepherd Mix,Outros
NA,Cat,Unknown,0.2,Domestic Longhair Mix,Black
NA,Cat,Neutered Male,0.05,Domestic Medium Hair Mix,Black/White
Outros,Dog,Neutered Male,0.0246575342466,Chihuahua Shorthair Mix,Tan/White
Outros,Dog,Neutered Male,0.1,Outros,Outros
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Spayed Female,0.0041095890411,Siamese Mix,Outros
Outros,Cat,Intact Female,0.0246575342466,Domestic Medium Hair Mix,Outros
Outros,Dog,Neutered Male,0.0205479452055,Labrador Retriever Mix,Outros
Outros,Dog,Spayed Female,0.0164383561644,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Plott Hound Mix,Outros
NA,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Lady,Dog,Intact Female,0.1,Boxer Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.0328767123288,Outros,Outros
Outros,Dog,Spayed Female,0.3,Pit Bull Mix,Outros
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair Mix,Brown Tabby
Diamond,Dog,Intact Female,0.0246575342466,Pit Bull Mix,Outros
NA,Dog,Intact Male,0.0041095890411,Jack Russell Terrier Mix,Outros
Outros,Dog,Neutered Male,0.0328767123288,Border Collie Mix,Black/White
NA,Cat,Intact Female,0.000958904109589,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Spayed Female,0.05,Outros,Tricolor
Outros,Dog,Intact Female,0.00821917808219,Outros,Outros
Outros,Dog,Neutered Male,0.05,Pit Bull Mix,Tan/White
Ginger,Dog,Spayed Female,0.00821917808219,Australian Cattle Dog Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Jack,Dog,Intact Male,0.0041095890411,Border Collie Mix,Black/White
Max,Dog,Neutered Male,0.5,Outros,White
NA,Cat,Intact Male,0.00821917808219,Domestic Shorthair,Brown Tabby
NA,Cat,Unknown,0.0328767123288,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.15,Outros,Outros
NA,Cat,Intact Female,0.00027397260274,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,White
Outros,Dog,Neutered Male,0.3,Outros,White
Max,Dog,Neutered Male,0.05,Australian Cattle Dog Mix,Outros
Outros,Dog,Neutered Male,0.4,Pit Bull Mix,Black/White
Blue,Dog,Neutered Male,0.05,Pit Bull Mix,Outros
NA,Dog,Intact Male,0.1,American Staffordshire Terrier Mix,Black/White
NA,Dog,Unknown,0.00013698630137,Anatol Shepherd Mix,Tricolor
NA,Cat,Unknown,0.0,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.35,Pit Bull,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.0041095890411,Anatol Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.7,Outros,White
Outros,Dog,Spayed Female,0.15,Labrador Retriever Mix,White
Chico,Dog,Neutered Male,0.05,Outros,White
Outros,Dog,Intact Male,0.1,Outros,Outros
NA,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.15,Outros,Outros
Outros,Dog,Neutered Male,0.5,Outros,White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.4,Outros,Tricolor
Outros,Dog,Spayed Female,0.15,Outros,Black/White
Outros,Dog,Neutered Male,0.05,Outros,Outros
NA,Dog,Neutered Male,0.05,Outros,Brown/White
Max,Dog,Neutered Male,0.2,Labrador Retriever Mix,Black/White
Outros,Dog,Neutered Male,0.1,Yorkshire Terrier Mix,Outros
NA,Cat,Intact Female,0.00383561643836,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.15,Outros,White
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair Mix,Black/White
NA,Dog,Neutered Male,0.2,Rat Terrier Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Milo,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Rex,Dog,Neutered Male,0.05,Australian Cattle Dog Mix,Outros
Sadie,Dog,Spayed Female,0.05,Boxer Mix,Outros
NA,Dog,Intact Female,0.2,Outros,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Dog,Intact Female,0.0205479452055,Outros,Outros
Outros,Dog,Intact Male,0.0164383561644,Australian Kelpie Mix,Outros
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Tan/White
Outros,Dog,Neutered Male,0.6,Yorkshire Terrier Mix,Outros
Lola,Dog,Spayed Female,0.1,Labrador Retriever Mix,Outros
NA,Cat,Intact Male,0.0246575342466,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.15,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.2,Outros,White
NA,Dog,Intact Male,0.05,Chihuahua Shorthair Mix,Black
Milo,Dog,Neutered Male,0.15,Outros,Outros
Outros,Cat,Neutered Male,0.35,Outros,Black/White
NA,Cat,Intact Female,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0328767123288,Outros,Outros
Outros,Dog,Spayed Female,0.8,Outros,White
NA,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Riley,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Black/White
Lily,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Black/White
Sasha,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
Outros,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Outros
Marley,Dog,Spayed Female,0.1,Beagle Mix,Tricolor
NA,Cat,Neutered Male,0.00821917808219,Domestic Medium Hair Mix,Orange Tabby
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
NA,Cat,Neutered Male,0.25,Outros,Outros
Outros,Dog,Intact Male,0.0287671232877,Chihuahua Shorthair Mix,Outros
NA,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
Sophie,Cat,Intact Female,0.0328767123288,Outros,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Brown/White
Outros,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.1,German Shepherd Mix,Outros
Outros,Cat,Neutered Male,0.3,Domestic Medium Hair Mix,Orange Tabby
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair Mix,Brown Tabby/White
Princess,Dog,Spayed Female,0.3,Miniature Schnauzer Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Outros
NA,Dog,Intact Female,0.4,Chihuahua Shorthair Mix,Tricolor
NA,Cat,Spayed Female,0.00821917808219,Domestic Longhair Mix,Outros
Outros,Dog,Neutered Male,0.05,American Staffordshire Terrier Mix,Outros
Outros,Cat,Intact Female,0.05,Domestic Shorthair Mix,Black
Outros,Dog,Intact Female,0.25,Pit Bull Mix,Outros
NA,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Neutered Male,0.0287671232877,Outros,Outros
Outros,Dog,Neutered Male,0.35,Labrador Retriever Mix,Outros
Outros,Dog,Spayed Female,0.2,Rat Terrier Mix,Tricolor
NA,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Black/White
Outros,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Pit Bull,Outros
Outros,Dog,Spayed Female,0.00821917808219,Outros,Black
NA,Cat,Neutered Male,0.00821917808219,Domestic Medium Hair Mix,Brown Tabby/White
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black
Peanut,Dog,Neutered Male,0.0369863013699,Outros,Outros
Outros,Dog,Intact Male,0.2,Outros,Outros
Oliver,Cat,Neutered Male,0.00821917808219,Domestic Medium Hair Mix,Orange Tabby
NA,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.05,Pit Bull Mix,Outros
Outros,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Black
Outros,Cat,Neutered Male,0.0123287671233,Siamese Mix,Black
Outros,Dog,Neutered Male,0.3,Outros,Outros
Ruby,Cat,Spayed Female,0.1,Domestic Medium Hair Mix,Orange Tabby
NA,Cat,Spayed Female,0.0041095890411,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.25,Rottweiler Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Dog,Intact Male,0.25,Outros,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Luna,Dog,Spayed Female,0.05,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.05,Yorkshire Terrier Mix,Outros
NA,Cat,Intact Male,0.00191780821918,Domestic Shorthair Mix,Black/White
Jack,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Intact Male,0.05,Outros,Outros
Blue,Dog,Neutered Male,0.041095890411,Labrador Retriever Mix,Black/White
NA,Dog,Spayed Female,0.00821917808219,Dachshund/Chihuahua Shorthair,Black/White
Outros,Dog,Spayed Female,0.1,Great Pyrenees Mix,Outros
Outros,Dog,Spayed Female,0.0369863013699,Outros,Outros
Outros,Dog,Intact Male,0.05,Miniature Pinscher Mix,Outros
Outros,Dog,Neutered Male,0.15,Outros,Black/White
NA,Cat,Unknown,0.000958904109589,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Neutered Male,0.0328767123288,Domestic Shorthair Mix,Black
NA,Cat,Intact Female,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.05,Rottweiler Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.2,Dachshund Mix,Outros
Riley,Cat,Spayed Female,0.0164383561644,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Female,0.15,Domestic Shorthair Mix,Outros
Cookie,Dog,Spayed Female,0.65,Australian Cattle Dog Mix,Black/White
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Black/White
NA,Cat,Unknown,0.00041095890411,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Spayed Female,0.3,Chihuahua Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.35,Labrador Retriever Mix,Black/White
Outros,Dog,Neutered Male,0.4,Outros,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.2,Chihuahua Shorthair Mix,Black
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.25,Outros,Outros
Outros,Dog,Intact Female,0.8,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Outros
Outros,Dog,Spayed Female,0.1,Catahoula Mix,Outros
NA,Dog,Spayed Female,0.00821917808219,Catahoula Mix,Brown/White
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
NA,Dog,Unknown,0.05,Chihuahua Shorthair Mix,Outros
Outros,Dog,Intact Male,0.1,Chihuahua Shorthair Mix,Outros
Outros,Dog,Intact Female,0.05,Outros,White
Outros,Dog,Intact Male,0.00821917808219,Chihuahua Shorthair,Outros
Outros,Dog,Spayed Female,0.05,Australian Cattle Dog Mix,Black/White
Outros,Dog,Neutered Male,0.1,Outros,Outros
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Dog,Neutered Male,0.5,Outros,Outros
Outros,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0123287671233,Outros,Black/White
Outros,Dog,Neutered Male,0.15,Boxer Mix,Tan/White
Outros,Dog,Neutered Male,0.45,Border Collie Mix,Black/White
Outros,Dog,Neutered Male,0.2,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.15,Outros,White
NA,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.0164383561644,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.041095890411,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.05,Border Collie Mix,Black/White
NA,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Male,0.00383561643836,Domestic Shorthair Mix,Black
Outros,Cat,Intact Female,0.00383561643836,Siamese Mix,Outros
NA,Dog,Intact Female,0.000958904109589,Shih Tzu Mix,Outros
Outros,Cat,Neutered Male,0.8,Siamese Mix,Outros
Outros,Dog,Spayed Female,0.05,Dachshund Mix,Black/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.3,Outros,Black/White
Outros,Dog,Neutered Male,0.1,Dachshund Mix,Outros
Outros,Dog,Spayed Female,0.05,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
NA,Dog,Unknown,0.00383561643836,Border Collie Mix,Black/White
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Female,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Intact Male,0.0287671232877,Siberian Husky Mix,Outros
Outros,Cat,Neutered Male,0.45,Domestic Shorthair Mix,Black
Max,Dog,Neutered Male,0.15,Miniature Pinscher Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Medium Hair Mix,Outros
Outros,Cat,Spayed Female,0.15,Snowshoe Mix,Outros
Outros,Dog,Spayed Female,0.05,Australian Cattle Dog Mix,Outros
Outros,Cat,Neutered Male,0.3,Domestic Longhair Mix,Outros
NA,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Female,0.0041095890411,Dachshund Mix,Outros
Outros,Dog,Neutered Male,0.2,Miniature Pinscher Mix,Outros
NA,Dog,Neutered Male,0.2,Chihuahua Shorthair Mix,Outros
